"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","MASE","MASE2","wMAPE"
"CPUE + SEAK_SST_AMJJ",2.89571847686378,2.35418934765677,3.43724760607079,0.114423062152794,23,0.394144150136011,0.671879389509635,0.643347162510473,30.1831375403049,32.0878994450669,35.2155236923909,2.71885079789902e-06,0.394144150136011,0.0957444213212586,0.108696068003379,0.345928208091565,0.345928208091565,0.180649709781387
"CPUE + ISTI20_MJJ + zoo_density_June + condition_July",2.1432204033869,1.55238817055542,2.73405263621838,0.333277148901918,21,0.297166722585246,0.829699803798517,0.79726167118871,17.1318561258132,21.5529087573922,24.6804353539421,8.22358018113765e-08,0.297166722585246,0.0595764276108507,0.0773564251813963,0.223224792338313,0.223224792338312,0.0791952057520796
"CPUE + esc_index_log",2.88027337056818,2.2689249789701,3.49162176216626,0.137606825177168,23,0.442426346724446,0.586566843109227,0.550616133814378,36.1921169758793,38.0968788806412,41.2245031279653,3.87847495888434e-05,0.442426346724446,0.102108075163766,0.115862316128386,0.363997516630153,0.363997516630153,0.188277169896962
"CPUE + ISTI20_MJJ + esc_index_log",2.93345006971748,2.45636387709117,3.41053626234378,0.107994147100689,22,0.34456305545723,0.760141228366635,0.727433214052994,24.0365326558495,27.0365326558495,30.3270153459569,5.16521556113474e-07,0.34456305545723,0.0774493857986286,0.092799706351061,0.284455493509539,0.284455493509539,0.127095062002914
"CPUE + Chatham_SST_May + esc_index_log",2.84881131326013,2.35985551425528,3.33776711226499,0.110201223098949,22,0.353285576435251,0.747843597880756,0.713458633955404,25.3365128884017,28.3365128884017,31.6269955785091,8.8875504743867e-07,0.353285576435251,0.0734247647464677,0.0874222090573223,0.270568434872274,0.270568434872274,0.163588955277143
"CPUE + Chatham_SST_MJJ + esc_index_log ",2.88316372503243,2.3339515320157,3.43237591804916,0.123459223403551,22,0.396923166183821,0.681704074441638,0.63830008459277,31.3927447649094,34.3927447649094,37.6832274550168,1.10583132563878e-05,0.396923166183821,0.0907030749768385,0.107958307374448,0.3261652558449,0.3261652558449,0.183200114979451
"CPUE + Chatham_SST_AMJ + esc_index_log",3.0011511613512,2.5090360309798,3.49326629172259,0.114881535345308,22,0.354306077608598,0.746384735264286,0.711800835527598,25.486503628126,28.486503628126,31.7769863182334,9.46156225570186e-07,0.354306077608598,0.0784177109658112,0.0927756129738763,0.288690284883283,0.288690284883283,0.158158876821812
"CPUE + Chatham_SST_AMJJ + esc_index_log",2.92793213854668,2.40456601778605,3.45129825930731,0.118566136266264,22,0.377957431683245,0.711394924979695,0.672039687476926,28.8467649018714,31.8467649018714,35.1372475919788,3.83790159936894e-06,0.377957431683245,0.0862435381021204,0.101911073821681,0.313300476795964,0.313300476795964,0.169504952228629
"CPUE + Icy_Strait_SST_May + esc_index_log",2.85590547293624,2.35065123839829,3.36115970747419,0.113775686788745,22,0.365092528757154,0.730707612528383,0.693985923327708,27.0459659131388,30.0459659131388,33.3364486032463,1.8129603716103e-06,0.365092528757154,0.0734630991843584,0.0884696181135948,0.26952471271943,0.26952471271943,0.173960844526484
"CPUE + Icy_Strait_SST_MJJ + esc_index_log",2.98115527899518,2.42756887355115,3.53474168443921,0.130147758113606,22,0.398265092280571,0.679548233363159,0.635850265185408,31.5682509360066,34.5682509360066,37.858733626114,1.18940136489034e-05,0.398265092280571,0.0918065894580479,0.109520876981679,0.330842169710234,0.330842169710234,0.183975557377169
"CPUE + Icy_Strait_SST_AMJ + esc_index_log",3.02926269705562,2.51027908080921,3.54824631330204,0.124686227638759,22,0.372486602796669,0.719689413804466,0.681465242959621,28.0885787376976,31.0885787376976,34.379061427805,2.79912153992755e-06,0.372486602796669,0.0835782113698881,0.0998229871497414,0.304792822051824,0.304792822051824,0.171371048601223
"CPUE + Icy_Strait_SST_AMJJ + esc_index_log",2.99634238394322,2.45923317328775,3.5334515945987,0.126801496657855,22,0.386238167318233,0.698610192716162,0.657511582632002,29.9737410526603,32.9737410526603,36.2642237427677,6.13296231886592e-06,0.386238167318233,0.0892647055951332,0.105816344162599,0.323560906095926,0.323560906095926,0.173287874686481
"CPUE + NSEAK_SST_May + esc_index_log",2.86190923204243,2.35629923718365,3.3675192269012,0.113768757200462,22,0.365376712037711,0.730288221977087,0.693509343155781,27.0864262926025,30.0864262926025,33.3769089827099,1.84379004647922e-06,0.365376712037711,0.0738809814595,0.0879790558349456,0.269870310952058,0.269870310952058,0.168029278347611
"CPUE + NSEAK_SST_MJJ + esc_index_log",2.87302706655061,2.31374231208148,3.43231182101973,0.12575295165021,22,0.40419357229457,0.669936887264463,0.624928280982344,32.3366059511138,35.3366059511138,38.6270886412212,1.63596680186778e-05,0.40419357229457,0.0919998545330715,0.109668659943759,0.33025525026991,0.33025525026991,0.182938200107214
"CPUE + NSEAK_SST_AMJ + esc_index_log",2.96747053784332,2.45314884663311,3.48179222905353,0.118371210310707,22,0.370839138733484,0.722163491352162,0.684276694718365,27.8580787919217,30.8580787919217,34.1485614820291,2.54291882975172e-06,0.370839138733484,0.0791630597742041,0.0935826674244563,0.288134336511533,0.288134336511533,0.166960815814876
"CPUE + NSEAK_SST_AMJJ + esc_index_log",2.90008555124099,2.35921005211405,3.44096105036793,0.121777383978716,22,0.390838291625245,0.691388292136387,0.649304877427713,30.5894057160472,33.5894057160472,36.8798884061546,7.92124493006866e-06,0.390838291625245,0.0883136573649425,0.104595580709164,0.318997788627881,0.318997788627881,0.174296015870514
"CPUE + SEAK_SST_May + esc_index_log",2.83716897271716,2.31685751786873,3.35748042756558,0.117689073375521,22,0.375809452856983,0.714665960309664,0.675756773079163,28.550399530562,31.550399530562,34.8408822206694,3.39253736840321e-06,0.375809452856983,0.0797706697103189,0.0944219402645102,0.288753368284053,0.288753368284053,0.173419386975235
"CPUE + SEAK_SST_MJJ + esc_index_log",2.82291565209071,2.25647688987859,3.38935441430282,0.129679454114011,22,0.408635381020914,0.662642695053572,0.616639426197241,32.9049330314862,35.9049330314862,39.1954157215936,2.07063046276868e-05,0.408635381020914,0.0932797078041746,0.110743095720602,0.333339549054235,0.333339549054235,0.182382901500252
"CPUE + SEAK_SST_AMJ + esc_index_log",2.93976380817666,2.41279925309185,3.46672836326148,0.119938625041689,22,0.3803808315097,0.707682085038481,0.667820551180092,29.1791158488541,32.1791158488541,35.4695985389615,4.40708142257933e-06,0.3803808315097,0.0835785241316728,0.0985498052687579,0.301942990642,0.301942990642,0.172294326857706
"CPUE + SEAK_SST_AMJJ + esc_index_log",2.86284784308879,2.31179827831035,3.41389740786723,0.124042235996384,22,0.398198148262132,0.679655953203231,0.635972674094581,31.559509568446,34.559509568446,37.8499922585534,1.18509376158783e-05,0.398198148262132,0.0906596143546139,0.107081424735118,0.325465856839059,0.325465856839058,0.177171204911289
